CROP_ID,IDREGION,FYEAR,FRACTION
"7","NL4","1984","0.101"
"7","NL1","1984","0.454"
"7","NL2","1984","0.183"
"93","NL1","1984","0.317"
"93","NL2","1984","0.174"
"93","NL4","1984","0.134"
"93","NL3","1984","0.375"
"90","NL1","1984","0.289"
"90","NL2","1984","0.159"
"90","NL3","1984","0.434"
"90","NL4","1984","0.118"
"95","NL4","1985","0.095"
"95","NL1","1985","0.624"
"95","NL2","1985","0.145"
"95","NL3","1985","0.136"
"6","NL3","1985","0.287"
"6","NL1","1985","0.316"
"6","NL2","1985","0.187"
"6","NL4","1985","0.211"
"7","NL3","1985","0.265"
"7","NL4","1985","0.101"
"7","NL1","1985","0.452"
"7","NL2","1985","0.182"
"93","NL1","1985","0.317"
"93","NL2","1985","0.174"
"93","NL4","1985","0.134"
"93","NL3","1985","0.375"
"90","NL1","1985","0.278"
"90","NL2","1985","0.18"
"90","NL3","1985","0.425"
"90","NL4","1985","0.116"
"95","NL4","1986","0.095"
"95","NL1","1986","0.624"
"95","NL2","1986","0.145"
"95","NL3","1986","0.136"
"6","NL3","1986","0.28"
"6","NL1","1986","0.32"
"6","NL2","1986","0.185"
"6","NL4","1986","0.215"
"7","NL3","1986","0.265"
"7","NL4","1986","0.098"
"7","NL1","1986","0.451"
"7","NL2","1986","0.186"
"93","NL1","1986","0.317"
"93","NL2","1986","0.174"
"93","NL4","1986","0.134"
"93","NL3","1986","0.375"
"90","NL1","1986","0.276"
"90","NL2","1986","0.177"
"90","NL3","1986","0.429"
"90","NL4","1986","0.118"
"95","NL4","1987","0.095"
"95","NL1","1987","0.624"
"95","NL2","1987","0.145"
"95","NL3","1987","0.136"
"6","NL3","1987","0.281"
"6","NL1","1987","0.309"
"6","NL2","1987","0.19"
"6","NL4","1987","0.221"
"7","NL3","1987","0.261"
"7","NL4","1987","0.108"
"7","NL1","1987","0.439"
"7","NL2","1987","0.191"
"93","NL1","1987","0.317"
"93","NL2","1987","0.174"
"93","NL4","1987","0.134"
"93","NL3","1987","0.375"
"90","NL1","1987","0.26"
"90","NL2","1987","0.163"
"90","NL3","1987","0.437"
"90","NL4","1987","0.14"
"95","NL4","1988","0.095"
"95","NL1","1988","0.624"
"95","NL2","1988","0.145"
"95","NL3","1988","0.136"
"6","NL3","1988","0.28"
"6","NL1","1988","0.312"
"6","NL2","1988","0.189"
"6","NL4","1988","0.22"
"7","NL3","1988","0.256"
"7","NL4","1988","0.108"
"7","NL1","1988","0.44"
"7","NL2","1988","0.197"
"93","NL1","1988","0.317"
"93","NL4","1988","0.134"
"93","NL2","1988","0.174"
"93","NL3","1988","0.375"
"90","NL1","1988","0.281"
"90","NL2","1988","0.163"
"90","NL3","1988","0.402"
"90","NL4","1988","0.154"
"95","NL4","1989","0.095"
"95","NL1","1989","0.624"
"95","NL2","1989","0.145"
"95","NL3","1989","0.136"
"6","NL3","1989","0.281"
"6","NL1","1989","0.311"
"6","NL2","1989","0.188"
"6","NL4","1989","0.22"
"7","NL3","1989","0.248"
"7","NL4","1989","0.106"
"7","NL1","1989","0.445"
"7","NL2","1989","0.2"
"93","NL1","1989","0.317"
"93","NL4","1989","0.134"
"93","NL2","1989","0.174"
"93","NL3","1989","0.375"
"90","NL1","1989","0.294"
"90","NL2","1989","0.158"
"90","NL3","1989","0.399"
"90","NL4","1989","0.148"
"95","NL4","1990","0.095"
"95","NL1","1990","0.624"
"95","NL2","1990","0.145"
"95","NL3","1990","0.136"
"6","NL3","1990","0.277"
"6","NL1","1990","0.314"
"6","NL2","1990","0.187"
"6","NL4","1990","0.223"
"7","NL3","1990","0.244"
"7","NL4","1990","0.116"
"7","NL1","1990","0.437"
"7","NL2","1990","0.203"
"93","NL1","1990","0.317"
"93","NL4","1990","0.134"
"93","NL2","1990","0.174"
"93","NL3","1990","0.375"
"90","NL1","1990","0.282"
"90","NL2","1990","0.164"
"90","NL3","1990","0.405"
"90","NL4","1990","0.149"
"95","NL4","1991","0.095"
"95","NL1","1991","0.624"
"95","NL2","1991","0.145"
"95","NL3","1991","0.136"
"6","NL3","1991","0.279"
"6","NL1","1991","0.314"
"6","NL2","1991","0.186"
"6","NL4","1991","0.221"
"7","NL3","1991","0.246"
"7","NL4","1991","0.119"
"7","NL1","1991","0.427"
"7","NL2","1991","0.207"
"93","NL4","1991","0.134"
"93","NL1","1991","0.317"
"93","NL2","1991","0.174"
"93","NL3","1991","0.375"
"90","NL1","1991","0.285"
"90","NL2","1991","0.163"
"90","NL3","1991","0.416"
"90","NL4","1991","0.136"
"95","NL4","1992","0.095"
"95","NL1","1992","0.624"
"95","NL2","1992","0.145"
"95","NL3","1992","0.136"
"6","NL3","1992","0.279"
"6","NL1","1992","0.314"
"6","NL2","1992","0.186"
"6","NL4","1992","0.22"
"7","NL3","1992","0.243"
"7","NL4","1992","0.125"
"7","NL1","1992","0.422"
"7","NL2","1992","0.209"
"93","NL1","1992","0.317"
"93","NL4","1992","0.134"
"93","NL2","1992","0.174"
"93","NL3","1992","0.375"
"90","NL1","1992","0.293"
"90","NL2","1992","0.156"
"90","NL3","1992","0.421"
"90","NL4","1992","0.13"
"95","NL4","1993","0.095"
"95","NL1","1993","0.624"
"95","NL2","1993","0.145"
"95","NL3","1993","0.136"
"6","NL3","1993","0.282"
"6","NL1","1993","0.31"
"6","NL2","1993","0.186"
"6","NL4","1993","0.222"
"7","NL3","1993","0.245"
"7","NL4","1993","0.112"
"7","NL1","1993","0.432"
"7","NL2","1993","0.212"
"93","NL4","1993","0.134"
"93","NL1","1993","0.317"
"93","NL2","1993","0.174"
"93","NL3","1993","0.375"
"90","NL1","1993","0.3"
"90","NL2","1993","0.151"
"90","NL3","1993","0.418"
"90","NL4","1993","0.131"
"95","NL4","1994","0.1"
"95","NL1","1994","0.484"
"95","NL2","1994","0.146"
"95","NL3","1994","0.27"
"6","NL3","1994","0.284"
"6","NL1","1994","0.307"
"6","NL2","1994","0.188"
"6","NL4","1994","0.221"
"7","NL3","1994","0.249"
"7","NL4","1994","0.12"
"7","NL1","1994","0.423"
"7","NL2","1994","0.207"
"93","NL1","1994","0.317"
"93","NL4","1994","0.134"
"93","NL2","1994","0.174"
"93","NL3","1994","0.375"
"90","NL1","1994","0.273"
"90","NL2","1994","0.151"
"90","NL3","1994","0.436"
"90","NL4","1994","0.14"
"95","NL4","1995","0.105"
"95","NL1","1995","0.475"
"95","NL2","1995","0.164"
"95","NL3","1995","0.255"
"6","NL3","1995","0.283"
"6","NL1","1995","0.306"
"6","NL2","1995","0.185"
"6","NL4","1995","0.226"
"7","NL3","1995","0.244"
"7","NL4","1995","0.133"
"7","NL1","1995","0.417"
"7","NL2","1995","0.206"
"93","NL4","1995","0.134"
"93","NL1","1995","0.317"
"93","NL2","1995","0.174"
"93","NL3","1995","0.375"
"90","NL1","1995","0.284"
"90","NL2","1995","0.151"
"90","NL3","1995","0.418"
"90","NL4","1995","0.147"
"95","NL4","1996","0.105"
"95","NL1","1996","0.564"
"95","NL2","1996","0.15"
"95","NL3","1996","0.182"
"6","NL3","1996","0.281"
"6","NL1","1996","0.303"
"6","NL2","1996","0.187"
"6","NL4","1996","0.229"
"7","NL3","1996","0.244"
"7","NL4","1996","0.139"
"7","NL1","1996","0.41"
"7","NL2","1996","0.208"
"93","NL4","1996","0.134"
"93","NL1","1996","0.317"
"93","NL2","1996","0.174"
"93","NL3","1996","0.375"
"90","NL1","1996","0.292"
"90","NL2","1996","0.15"
"90","NL3","1996","0.415"
"90","NL4","1996","0.143"
"95","NL4","1997","0.102"
"95","NL1","1997","0.526"
"95","NL2","1997","0.159"
"95","NL3","1997","0.213"
"6","NL3","1997","0.28"
"6","NL1","1997","0.301"
"6","NL2","1997","0.19"
"6","NL4","1997","0.229"
"7","NL4","1997","0.132"
"7","NL3","1997","0.245"
"7","NL1","1997","0.411"
"7","NL2","1997","0.212"
"93","NL4","1997","0.134"
"93","NL1","1997","0.317"
"93","NL2","1997","0.174"
"93","NL3","1997","0.375"
"90","NL1","1997","0.296"
"90","NL2","1997","0.145"
"90","NL3","1997","0.415"
"90","NL4","1997","0.144"
"95","NL4","1998","0.103"
"95","NL1","1998","0.569"
"95","NL2","1998","0.167"
"95","NL3","1998","0.161"
"6","NL3","1998","0.277"
"6","NL1","1998","0.303"
"6","NL2","1998","0.188"
"6","NL4","1998","0.232"
"7","NL4","1998","0.147"
"7","NL3","1998","0.247"
"7","NL1","1998","0.395"
"7","NL2","1998","0.211"
"93","NL4","1998","0.134"
"93","NL1","1998","0.317"
"93","NL2","1998","0.174"
"93","NL3","1998","0.375"
"90","NL1","1998","0.306"
"90","NL2","1998","0.15"
"90","NL3","1998","0.394"
"90","NL4","1998","0.15"
"95","NL4","1999","0.113"
"95","NL1","1999","0.534"
"95","NL2","1999","0.161"
"95","NL3","1999","0.192"
"6","NL3","1999","0.278"
"6","NL1","1999","0.302"
"6","NL2","1999","0.19"
"6","NL4","1999","0.23"
"7","NL3","1999","0.251"
"7","NL4","1999","0.157"
"7","NL1","1999","0.379"
"7","NL2","1999","0.213"
"93","NL4","1999","0.134"
"93","NL1","1999","0.317"
"93","NL2","1999","0.174"
"93","NL3","1999","0.375"
"90","NL1","1999","0.268"
"90","NL2","1999","0.158"
"90","NL3","1999","0.418"
"90","NL4","1999","0.157"
"95","NL4","2000","0.126"
"95","NL1","2000","0.521"
"95","NL2","2000","0.197"
"95","NL3","2000","0.155"
"6","NL3","2000","0.279"
"6","NL1","2000","0.298"
"6","NL2","2000","0.194"
"6","NL4","2000","0.229"
"7","NL3","2000","0.257"
"7","NL4","2000","0.16"
"7","NL1","2000","0.373"
"7","NL2","2000","0.211"
"93","NL2","2000","0.174"
"93","NL4","2000","0.134"
"93","NL1","2000","0.317"
"93","NL3","2000","0.375"
"90","NL1","2000","0.301"
"90","NL2","2000","0.154"
"90","NL3","2000","0.375"
"90","NL4","2000","0.169"
"95","NL4","2001","0.102"
"95","NL1","2001","0.482"
"95","NL2","2001","0.215"
"95","NL3","2001","0.201"
"6","NL3","2001","0.279"
"6","NL1","2001","0.295"
"6","NL2","2001","0.195"
"6","NL4","2001","0.231"
"7","NL4","2001","0.151"
"7","NL3","2001","0.255"
"7","NL1","2001","0.383"
"7","NL2","2001","0.211"
"93","NL4","2001","0.134"
"93","NL1","2001","0.317"
"93","NL2","2001","0.174"
"93","NL3","2001","0.375"
"90","NL1","2001","0.296"
"90","NL2","2001","0.162"
"90","NL3","2001","0.37"
"90","NL4","2001","0.172"
"95","NL4","2002","0.088"
"95","NL1","2002","0.583"
"95","NL2","2002","0.197"
"95","NL3","2002","0.132"
"6","NL3","2002","0.283"
"6","NL1","2002","0.294"
"6","NL2","2002","0.194"
"6","NL4","2002","0.23"
"7","NL4","2002","0.159"
"7","NL3","2002","0.253"
"7","NL1","2002","0.379"
"7","NL2","2002","0.209"
"93","NL4","2002","0.134"
"93","NL1","2002","0.317"
"93","NL2","2002","0.174"
"93","NL3","2002","0.375"
"90","NL1","2002","0.268"
"90","NL2","2002","0.166"
"90","NL3","2002","0.401"
"90","NL4","2002","0.165"
"95","NL4","2003","0.116"
"95","NL1","2003","0.53"
"95","NL2","2003","0.192"
"95","NL3","2003","0.161"
"6","NL3","2003","0.28"
"6","NL1","2003","0.295"
"6","NL2","2003","0.194"
"6","NL4","2003","0.231"
"7","NL3","2003","0.248"
"7","NL4","2003","0.152"
"7","NL1","2003","0.392"
"7","NL2","2003","0.208"
"93","NL4","2003","0.134"
"93","NL1","2003","0.317"
"93","NL2","2003","0.174"
"93","NL3","2003","0.375"
"90","NL1","2003","0.3"
"90","NL2","2003","0.164"
"90","NL3","2003","0.38"
"90","NL4","2003","0.156"
"95","NL4","2004","0.111"
"95","NL1","2004","0.557"
"95","NL2","2004","0.183"
"95","NL3","2004","0.149"
"6","NL3","2004","0.279"
"6","NL1","2004","0.294"
"6","NL2","2004","0.196"
"6","NL4","2004","0.23"
"7","NL4","2004","0.151"
"7","NL3","2004","0.244"
"7","NL1","2004","0.394"
"7","NL2","2004","0.211"
"93","NL4","2004","0.134"
"93","NL1","2004","0.317"
"93","NL2","2004","0.174"
"93","NL3","2004","0.375"
"90","NL1","2004","0.297"
"90","NL2","2004","0.172"
"90","NL3","2004","0.375"
"90","NL4","2004","0.157"
"95","NL4","2005","0.104"
"95","NL1","2005","0.561"
"95","NL2","2005","0.177"
"95","NL3","2005","0.157"
"6","NL3","2005","0.279"
"6","NL1","2005","0.295"
"6","NL2","2005","0.197"
"6","NL4","2005","0.229"
"7","NL4","2005","0.143"
"7","NL3","2005","0.243"
"7","NL1","2005","0.406"
"7","NL2","2005","0.207"
"93","NL4","2005","0.134"
"93","NL1","2005","0.317"
"93","NL2","2005","0.174"
"93","NL3","2005","0.375"
"90","NL1","2005","0.289"
"90","NL2","2005","0.17"
"90","NL3","2005","0.385"
"90","NL4","2005","0.156"
"95","NL4","2006","0.097"
"95","NL1","2006","0.562"
"95","NL2","2006","0.178"
"95","NL3","2006","0.164"
"6","NL3","2006","0.281"
"6","NL1","2006","0.295"
"6","NL2","2006","0.196"
"6","NL4","2006","0.229"
"7","NL4","2006","0.151"
"7","NL3","2006","0.25"
"7","NL1","2006","0.396"
"7","NL2","2006","0.204"
"93","NL4","2006","0.5"
"93","NL1","2006","0"
"93","NL2","2006","0.25"
"93","NL3","2006","0.25"
"90","NL1","2006","0.312"
"90","NL2","2006","0.165"
"90","NL3","2006","0.375"
"90","NL4","2006","0.149"
"95","NL4","2007","0.099"
"95","NL1","2007","0.548"
"95","NL2","2007","0.148"
"95","NL3","2007","0.205"
"6","NL3","2007","0.28"
"6","NL1","2007","0.299"
"6","NL2","2007","0.193"
"6","NL4","2007","0.228"
"7","NL3","2007","0.253"
"7","NL4","2007","0.151"
"7","NL1","2007","0.395"
"7","NL2","2007","0.201"
"93","NL4","2007","0.75"
"93","NL1","2007","0"
"93","NL2","2007","0"
"93","NL3","2007","0.25"
"90","NL1","2007","0.31"
"90","NL2","2007","0.169"
"90","NL3","2007","0.374"
"90","NL4","2007","0.147"
"95","NL4","2008","0.091"
"95","NL1","2008","0.564"
"95","NL2","2008","0.15"
"95","NL3","2008","0.195"
"6","NL3","2008","0.277"
"6","NL1","2008","0.313"
"6","NL2","2008","0.19"
"6","NL4","2008","0.22"
"7","NL4","2008","0.151"
"7","NL3","2008","0.252"
"7","NL1","2008","0.397"
"7","NL2","2008","0.199"
"93","NL4","2008","0.75"
"93","NL1","2008","0"
"93","NL2","2008","0"
"93","NL3","2008","0.25"
"90","NL1","2008","0.304"
"90","NL2","2008","0.165"
"90","NL3","2008","0.387"
"90","NL4","2008","0.144"
"95","NL4","2009","0.094"
"95","NL1","2009","0.563"
"95","NL2","2009","0.161"
"95","NL3","2009","0.181"
"6","NL3","2009","0.279"
"6","NL1","2009","0.315"
"6","NL2","2009","0.188"
"6","NL4","2009","0.217"
"7","NL4","2009","0.155"
"7","NL3","2009","0.251"
"7","NL1","2009","0.395"
"7","NL2","2009","0.199"
"93","NL4","2009","0.545"
"93","NL1","2009","0.064"
"93","NL2","2009","0.106"
"93","NL3","2009","0.284"
"90","NL1","2009","0.306"
"90","NL2","2009","0.173"
"90","NL3","2009","0.38"
"90","NL4","2009","0.14"
"95","NL4","2010","0.105"
"95","NL1","2010","0.598"
"95","NL2","2010","0.159"
"95","NL3","2010","0.139"
"6","NL3","2010","0.274"
"6","NL1","2010","0.325"
"6","NL2","2010","0.187"
"6","NL4","2010","0.214"
"7","NL3","2010","0.25"
"7","NL4","2010","0.161"
"7","NL1","2010","0.396"
"7","NL2","2010","0.194"
"93","NL4","2010","0.134"
"93","NL1","2010","0.317"
"93","NL2","2010","0.174"
"93","NL3","2010","0.375"
"90","NL1","2010","0.316"
"90","NL2","2010","0.169"
"90","NL3","2010","0.375"
"90","NL4","2010","0.14"
"95","NL4","2011","0.1"
"95","NL1","2011","0.567"
"95","NL2","2011","0.133"
"95","NL3","2011","0.2"
"6","NL3","2011","0.27"
"6","NL1","2011","0.324"
"6","NL2","2011","0.189"
"6","NL4","2011","0.216"
"7","NL4","2011","0.157"
"7","NL3","2011","0.245"
"7","NL1","2011","0.403"
"7","NL2","2011","0.195"
"93","NL4","2011","0.134"
"93","NL1","2011","0.317"
"93","NL2","2011","0.174"
"93","NL3","2011","0.375"
"90","NL1","2011","0.305"
"90","NL2","2011","0.172"
"90","NL3","2011","0.384"
"90","NL4","2011","0.139"
"95","NL4","2012","0.08"
"95","NL1","2012","0.64"
"95","NL2","2012","0.16"
"95","NL3","2012","0.12"
"6","NL3","2012","0.274"
"6","NL1","2012","0.329"
"6","NL2","2012","0.192"
"6","NL4","2012","0.205"
"7","NL4","2012","0.16"
"7","NL3","2012","0.247"
"7","NL1","2012","0.4"
"7","NL2","2012","0.193"
"93","NL4","2012","0.134"
"93","NL1","2012","0.317"
"93","NL2","2012","0.174"
"93","NL3","2012","0.375"
"90","NL1","2012","0.305"
"90","NL2","2012","0.166"
"90","NL3","2012","0.391"
"90","NL4","2012","0.139"
"95","NL4","2013","0.08"
"95","NL1","2013","0.64"
"95","NL2","2013","0.16"
"95","NL3","2013","0.12"
"6","NL3","2013","0.274"
"6","NL1","2013","0.329"
"6","NL2","2013","0.192"
"6","NL4","2013","0.205"
"7","NL4","2013","0.161"
"7","NL3","2013","0.245"
"7","NL1","2013","0.4"
"7","NL2","2013","0.194"
"93","NL4","2013","0.134"
"93","NL1","2013","0.317"
"93","NL2","2013","0.174"
"93","NL3","2013","0.375"
"90","NL1","2013","0.309"
"90","NL2","2013","0.164"
"90","NL3","2013","0.388"
"90","NL4","2013","0.138"
"95","NL4","2014","0.087"
"95","NL1","2014","0.652"
"95","NL2","2014","0.13"
"95","NL3","2014","0.13"
"6","NL3","2014","0.28"
"6","NL1","2014","0.333"
"6","NL2","2014","0.187"
"6","NL4","2014","0.2"
"7","NL4","2014","0.167"
"7","NL3","2014","0.25"
"7","NL1","2014","0.391"
"7","NL2","2014","0.192"
"93","NL4","2014","0.134"
"93","NL1","2014","0.317"
"93","NL2","2014","0.174"
"93","NL3","2014","0.375"
"90","NL1","2014","0.315"
"90","NL2","2014","0.161"
"90","NL3","2014","0.392"
"90","NL4","2014","0.133"
"95","NL4","2015","0.112"
"95","NL1","2015","0.625"
"95","NL2","2015","0.13"
"95","NL3","2015","0.133"
"6","NL3","2015","0.269"
"6","NL1","2015","0.325"
"6","NL2","2015","0.2"
"6","NL4","2015","0.206"
"7","NL4","2015","0.163"
"7","NL3","2015","0.249"
"7","NL1","2015","0.392"
"7","NL2","2015","0.195"
"93","NL4","2015","0.134"
"93","NL1","2015","0.317"
"93","NL2","2015","0.174"
"93","NL3","2015","0.375"
"90","NL1","2015","0.318"
"90","NL2","2015","0.153"
"90","NL3","2015","0.396"
"90","NL4","2015","0.133"
"95","NL4","2016","0.094"
"95","NL1","2016","0.647"
"95","NL2","2016","0.143"
"95","NL3","2016","0.116"
"6","NL3","2016","0.275"
"6","NL1","2016","0.335"
"6","NL2","2016","0.185"
"6","NL4","2016","0.206"
"7","NL4","2016","0.158"
"7","NL3","2016","0.247"
"7","NL1","2016","0.4"
"7","NL2","2016","0.195"
"93","NL4","2016","0.391"
"93","NL1","2016","0.125"
"93","NL2","2016","0.141"
"93","NL3","2016","0.344"
"90","NL1","2016","0.31"
"90","NL2","2016","0.153"
"90","NL3","2016","0.4"
"90","NL4","2016","0.137"
"95","NL4","2017","0.102"
"95","NL1","2017","0.641"
"95","NL2","2017","0.141"
"95","NL3","2017","0.116"
"6","NL3","2017","0.27"
"6","NL1","2017","0.345"
"6","NL2","2017","0.177"
"6","NL4","2017","0.209"
"7","NL4","2017","0.17"
"7","NL3","2017","0.241"
"7","NL1","2017","0.393"
"7","NL2","2017","0.196"
"93","NL1","2017","0.113"
"93","NL4","2017","0.488"
"93","NL2","2017","0.113"
"93","NL3","2017","0.288"
"90","NL1","2017","0.322"
"90","NL2","2017","0.158"
"90","NL3","2017","0.387"
"90","NL4","2017","0.132"
"95","NL4","2018","0.095"
"95","NL1","2018","0.624"
"95","NL2","2018","0.145"
"95","NL3","2018","0.136"
"6","NL3","2018","0.27"
"6","NL1","2018","0.345"
"6","NL2","2018","0.177"
"6","NL4","2018","0.209"
"7","NL4","2018","0.17"
"7","NL3","2018","0.241"
"7","NL1","2018","0.393"
"7","NL2","2018","0.196"
"93","NL1","2018","0.064"
"93","NL4","2018","0.545"
"93","NL2","2018","0.106"
"93","NL3","2018","0.284"
"90","NL1","2018","0.322"
"90","NL2","2018","0.158"
"90","NL3","2018","0.387"
"90","NL4","2018","0.132"
